names,x,y,manual_label,correct_label,x3,y3,x4,y4
Digit 6,-23.703531,-13.942916,-,Digit 6,-18.9797,0.2589,17.5062,-5.0315
Digit 6,-26.037914,-11.609504,-,Digit 6,-10.136,-12.8225,14.0102,9.2903
Digit 7,33.179554,-16.495129,-,Digit 7,-5.4196,-6.5028,-1.2517,-19.7889
Digit 5,-16.354946,-6.0622334,-,Digit 5,15.1473,-15.5406,-10.1608,-18.507
Digit 3,-14.578025,24.385569,-,Digit 3,1.9615,18.906,2.9083,-6.7498
Digit 8,8.145498,0.039137714,-,Digit 8,14.1765,18.322,11.3338,13.5703
Digit 6,-23.335337,-28.63582,-,Digit 6,-8.6644,-18.7117,-15.6208,2.9729
Digit 8,-22.161077,22.298388,-,Digit 8,18.0623,-5.3526,-17.3589,1.9435
Digit 0,-36.42216,-4.016288,-,Digit 0,-0.7729,17.3462,4.3559,9.0437
Digit 1,32.02495,3.5116038,-,Digit 1,3.6135,-11.8931,5.2815,2.3946
Digit 6,-18.592262,-14.170487,-,Digit 6,-1.996,-3.0802,1.5396,-2.0947
Digit 0,-30.036137,7.1510477,-,Digit 0,-0.4527,12.7509,-11.7322,18.5701
Digit 1,23.722736,14.771641,-,Digit 1,-16.4123,14.9851,-19.5272,-11.4122
Digit 4,5.1144433,-20.87002,-,Digit 4,19.093,-15.5232,2.2665,-7.8931
Digit 4,-0.15302084,-19.367767,-,Digit 4,18.6063,4.1124,-1.9833,-12.3235
Digit 4,4.901182,-21.00301,-,Digit 4,-12.947,-0.9136,18.4744,6.6464
Digit 2,7.136009,27.184315,-,Digit 2,-9.4462,-11.7499,5.9598,13.703
Digit 6,-16.14559,-12.222875,-,Digit 6,7.8453,-10.2239,9.5131,-9.8554
Digit 1,26.715864,4.3352222,-,Digit 1,15.7367,17.1704,-1.1937,13.4613
Digit 2,-38.435734,8.7713585,-,Digit 2,-6.5179,-7.9944,-1.3257,13.5189
Digit 1,25.310137,13.621171,-,Digit 1,-18.0107,-9.0838,-6.8373,4.1224
Digit 9,4.186298,-24.282913,-,Digit 9,-8.9565,14.9293,-7.32,14.9394
Digit 1,26.116135,21.424816,-,Digit 1,-10.5417,-18.6462,0.368,5.2948
Digit 2,-9.225117,35.338966,-,Digit 2,-3.1154,-0.3371,5.9433,-8.3947
Digit 3,-5.7533736,-13.826035,-,Digit 3,10.7634,-17.2019,-2.6541,-8.8151
Digit 1,18.986198,26.16427,-,Digit 1,6.2025,18.8713,-14.7891,14.0082
Digit 9,13.810388,-15.013478,-,Digit 9,18.5479,-11.7176,-16.2657,-17.8487
Digit 4,-1.1917511,-31.209536,-,Digit 4,-7.1523,-5.0529,0.4223,16.9005
Digit 6,-22.65736,-20.10107,-,Digit 6,7.1989,7.1892,20.8545,-12.1902
Digit 7,33.751408,-15.848005,-,Digit 7,-4.1277,3.8018,12.3397,-7.3727
Digit 8,8.8662195,12.825817,-,Digit 8,18.3098,-7.2381,16.1,14.7473
Digit 0,-30.627327,10.977484,-,Digit 0,-11.5072,17.8241,-5.7687,-1.5269
Digit 3,-15.331802,13.457854,-,Digit 3,20.1898,8.5655,5.1571,-2.3042
Digit 7,6.4739738,-15.306906,-,Digit 7,-6.0882,-3.1743,13.4472,-7.6538
Digit 8,17.017614,-17.711073,-,Digit 8,-8.5876,-1.8634,6.7503,19.5935
Digit 5,-4.501224,-2.9436986,-,Digit 5,8.1108,15.3535,-1.1973,-0.9438
Digit 8,2.486007,7.107847,-,Digit 8,19.2293,12.312,16.6578,-17.0328
Digit 4,11.397806,-9.851095,-,Digit 4,-10.3189,-15.3466,6.1649,-4.3799
Digit 1,19.748274,27.86398,-,Digit 1,13.9198,-7.7499,0.9559,11.1943
Digit 6,-19.325598,-15.660707,-,Digit 6,-0.6612,7.6608,11.6494,-18.13
Digit 8,-4.501616,6.402262,-,Digit 8,6.6544,2.2755,-12.7777,8.215
Digit 3,-15.068353,18.16746,-,Digit 3,-16.9449,14.4947,17.6769,-17.1452
Digit 3,-17.130306,13.376321,-,Digit 3,-18.8732,-5.4524,-17.3264,-13.2632
Digit 9,1.6892561,-25.655787,-,Digit 9,19.7776,-16.1997,10.0232,-19.782
Digit 1,33.259193,4.111455,-,Digit 1,-8.6936,10.9189,0.5581,12.1575
Digit 5,0.4831297,-8.849493,-,Digit 5,-7.3343,-15.5008,9.6549,0.3771
Digit 9,2.8629558,-18.934341,-,Digit 9,20.8549,5.6958,9.3457,-0.1706
Digit 3,-7.5207553,7.066353,-,Digit 3,-7.7959,-3.8711,-2.6787,-18.7529
Digit 8,14.098037,8.5783205,-,Digit 8,12.3815,13.6661,12.5018,-18.9449
Digit 4,7.759529,-29.434027,-,Digit 4,-5.4702,11.4731,-13.6194,17.7536
Digit 9,8.110304,-14.622294,-,Digit 9,-15.4438,0.5561,18.7818,-1.0189
Digit 2,-8.302039,37.27526,-,Digit 2,-13.7256,-3.3137,-3.0779,-6.1964
Digit 5,-15.459458,-2.1685612,-,Digit 5,-14.2182,-1.2862,6.5347,-9.9022
Digit 5,0.21631436,-9.817408,-,Digit 5,-1.8802,-3.6022,-11.4321,6.0226
Digit 9,-4.343672,-29.759644,-,Digit 9,-2.9828,9.4031,-11.302,5.9343
Digit 4,-5.222316,-34.030945,-,Digit 4,10.4202,-15.5392,-1.0598,-15.8377
Digit 9,-0.48974523,-27.242996,-,Digit 9,14.9599,7.8698,1.2723,19.2448
Digit 6,-27.410107,-16.462606,-,Digit 6,-2.7023,-14.6196,16.3404,-1.9416
Digit 1,20.412865,24.775892,-,Digit 1,-12.2139,-15.4814,13.8753,1.8757
Digit 2,7.5240755,26.905552,-,Digit 2,12.1805,3.9266,-7.9753,-7.0113
Digit 6,-20.811834,-25.362446,-,Digit 6,1.0044,-2.5518,15.8844,-14.0118
Digit 7,24.345795,-32.63578,-,Digit 7,5.1912,-15.2848,-13.4279,3.5095
Digit 3,-9.1874485,13.205549,-,Digit 3,10.9222,-3.2414,3.3089,5.7853
Digit 8,-24.160038,15.192968,-,Digit 8,14.2641,10.6963,6.9403,-18.9494
Digit 6,-28.190342,-17.09976,-,Digit 6,15.2588,2.553,-19.6023,-1.8428
Digit 7,23.762497,-18.87176,-,Digit 7,7.5235,-0.1189,-6.3824,-13.0429
Digit 3,-6.9440823,29.59807,-,Digit 3,-2.4149,-2.3726,7.6905,12.5772
Digit 4,12.712964,-13.477696,-,Digit 4,-17.4815,-16.2756,-6.6001,0.0263
Digit 5,-7.623911,-6.8283906,-,Digit 5,14.9912,2.6558,-6.2668,19.6671
Digit 7,18.241568,-28.386858,-,Digit 7,-19.6157,7.2376,7.7337,-7.5078
Digit 8,-2.6077487,9.011744,-,Digit 8,-2.0114,-11.2107,0.25,-9.4477
Digit 5,-6.336283,-6.315347,-,Digit 5,-9.678,-16.4526,0.2598,12.6307
Digit 8,0.96752053,14.038843,-,Digit 8,3.8416,-13.875,-19.7753,5.2585
Digit 2,5.408827,26.825634,-,Digit 2,1.2134,-7.2416,12.4723,-13.2679
Digit 8,-10.637737,4.1771774,-,Digit 8,-6.1696,-12.6547,6.5159,0.1938
Digit 1,26.557802,14.552451,-,Digit 1,2.6183,-18.8316,-9.2577,-17.427
Digit 0,-32.419212,-0.641243,-,Digit 0,8.4445,-4.8547,-2.4064,0.165
Digit 0,-36.79678,5.387779,-,Digit 0,-7.6211,8.3348,10.7635,10.5511
Digit 4,12.592636,-1.814658,-,Digit 4,-0.5627,-11.3222,-10.0258,-9.1664
Digit 6,-26.176622,-16.123163,-,Digit 6,-17.3551,19.3786,-11.4215,-9.6627
Digit 6,-24.482948,-12.657542,-,Digit 6,20.2887,-15.3091,16.4001,-0.7267
Digit 3,-19.614655,16.171799,-,Digit 3,12.3759,-12.1653,-9.2828,15.3167
Digit 9,10.080165,-24.535372,-,Digit 9,6.4177,17.9864,20.726,19.29
Digit 0,-37.761677,7.7768984,-,Digit 0,-6.5844,8.3878,-5.3617,-15.9804
Digit 2,1.9059325,24.289507,-,Digit 2,3.3036,20.4503,18.8181,-13.9551
Digit 8,-2.6634889,7.334749,-,Digit 8,-3.2512,20.0062,-5.266,4.4161
Digit 9,9.565115,-24.769205,-,Digit 9,-14.673,12.3028,-3.8142,-7.409
Digit 3,0.67055804,-13.612749,-,Digit 3,-4.7625,18.5903,1.0525,-5.7759
Digit 7,33.824894,-18.499754,-,Digit 7,-18.2123,7.1213,10.1375,15.895
Digit 4,-0.55630785,-32.60405,-,Digit 4,7.9296,1.2011,-12.1321,-4.4382
Digit 2,-0.7164121,24.489025,-,Digit 2,-14.4626,3.1772,4.8619,14.4817
Digit 7,19.808191,-31.372797,-,Digit 7,8.2984,6.4079,7.2419,0.4359
Digit 8,-1.351962,6.3286147,-,Digit 8,4.585,-1.9226,7.1509,14.7944
Digit 9,13.354301,-21.367434,-,Digit 9,15.5883,-12.7966,-2.2121,14.4205
Digit 8,-24.051321,13.813446,-,Digit 8,-0.3825,-11.3199,-4.0743,0.9578
Digit 5,3.1906476,-3.2782965,-,Digit 5,3.7332,-8.7947,-5.5294,-3.4271
Digit 4,2.245863,-15.265461,-,Digit 4,-8.2781,-3.1608,-11.8142,-8.3241
Digit 7,31.860214,-9.441213,-,Digit 7,0.2029,-14.7379,-6.5496,-1.976
Digit 0,-31.516556,6.861392,-,Digit 0,15.0369,-11.5964,16.4881,-2.2647
Digit 3,-11.558474,12.678875,-,Digit 3,-5.0799,-1.2326,8.9314,-18.1947
Digit 2,0.93733895,27.191364,-,Digit 2,16.9344,-9.3706,-3.3643,-9.018
Digit 2,-6.695267,35.880554,-,Digit 2,16.4217,-0.4463,-12.2222,-9.8511
Digit 0,-36.097073,0.17780033,-,Digit 0,-14.5641,1.3624,11.7855,14.2087
Digit 1,25.009632,12.577403,-,Digit 1,9.2859,-2.7074,-11.0553,-11.8128
Digit 2,4.3196573,31.210953,-,Digit 2,11.3774,7.77,-13.3033,12.736
Digit 6,-20.947157,-23.773476,-,Digit 6,-17.7855,5.4567,2.0284,-8.9102
Digit 1,24.741432,12.8429,-,Digit 1,7.109,14.9338,12.9379,-6.427
Digit 0,-39.86275,-2.7898955,-,Digit 0,1.6125,-10.8259,19.7207,-3.632
Digit 0,-36.01051,5.714493,-,Digit 0,2.6104,-8.4558,-4.6217,8.3441
Digit 1,27.322971,11.453956,-,Digit 1,-18.034,10.7533,-13.2806,1.9885
Digit 7,19.884895,-23.474083,-,Digit 7,-19.6992,4.3701,-2.9302,-18.6542
Digit 3,-15.677277,20.668324,-,Digit 3,10.9798,15.8423,0.9396,-13.1673
Digit 3,-5.212874,-17.36138,-,Digit 3,-11.9393,-9.823,10.7851,7.6732
Digit 7,34.10342,-18.554482,-,Digit 7,19.9738,15.784,-4.9608,-2.2098
Digit 9,19.65935,-18.5178,-,Digit 9,-17.7737,-6.0988,9.6178,-0.0733
Digit 1,16.350773,29.6,-,Digit 1,11.3516,-12.2856,12.3833,18.3653
Digit 2,-6.0292473,34.807995,-,Digit 2,-8.482,-8.5163,10.4346,-11.5663
Digit 2,-2.4621918,35.21776,-,Digit 2,-3.4049,14.9603,3.4251,9.894
Digit 8,-1.6319245,3.79864,-,Digit 8,-4.4354,-9.2751,-2.8976,10.9178
Digit 0,-32.319065,8.928994,-,Digit 0,-7.5806,14.5723,-17.8646,20.7294
Digit 3,-10.036296,15.683398,-,Digit 3,17.1334,15.7643,-2.2256,5.3538
Digit 3,-13.569876,28.50913,-,Digit 3,12.8139,-1.7635,2.546,3.2798
Digit 5,-12.207201,-3.4048314,-,Digit 5,6.3986,7.3745,7.7534,-11.7965
Digit 1,28.711588,7.02975,-,Digit 1,-11.8815,1.3718,10.9005,-7.5679
Digit 8,13.6461,13.27845,-,Digit 8,14.1688,12.293,-3.4349,11.1305
Digit 4,0.7173994,-18.303644,-,Digit 4,6.3895,2.021,2.0926,12.7749
Digit 3,-14.682768,7.381652,-,Digit 3,-6.7247,7.0047,17.4473,-12.8963
Digit 5,-6.000084,-6.584245,-,Digit 5,-18.469,1.6378,-2.648,-1.7022
Digit 6,-27.192707,-26.280878,-,Digit 6,0.5084,-8.9454,1.3988,-16.1589
Digit 2,5.1986628,24.957502,-,Digit 2,-13.4558,8.7709,8.0355,-4.4891
Digit 1,27.92061,16.348553,-,Digit 1,16.0467,7.1814,13.8722,17.672
Digit 3,-9.223274,14.86099,-,Digit 3,0.3486,-14.269,-0.5287,-10.1515
Digit 2,-1.6347228,34.842693,-,Digit 2,-17.4156,-5.5382,-11.504,6.672
Digit 2,5.424211,27.649836,-,Digit 2,-1.1763,7.3663,-11.883,-16.0883
Digit 0,-36.479126,2.748852,-,Digit 0,0.0208,-2.3072,6.1145,9.455
Digit 5,-12.312081,-5.8508105,-,Digit 5,-18.5223,-4.4624,-11.4436,6.9471
Digit 4,-3.3037949,-32.85882,-,Digit 4,-18.9136,-11.2681,3.729,0.0105
Digit 4,14.773897,-1.2201121,-,Digit 4,-1.9456,5.8977,1.9066,18.4285
Digit 5,-4.265156,-2.9443157,-,Digit 5,17.4987,20.3404,-4.7838,19.809
Digit 2,-4.7705283,35.452404,-,Digit 2,-14.7942,-12.598,19.3614,19.8371
Digit 1,27.935923,15.213058,-,Digit 1,-0.6423,-19.2082,-2.5128,-6.7307
Digit 1,20.139423,24.70566,-,Digit 1,15.7349,4.9557,-5.7164,18.8816
Digit 1,21.568983,25.156544,-,Digit 1,14.1793,-17.2237,-8.5513,0.7096
Digit 9,22.96041,-12.317619,-,Digit 9,-16.1244,-6.59,1.6641,11.9073
Digit 2,-6.698945,38.80998,-,Digit 2,7.583,16.8475,-14.4905,-6.2757
Digit 7,9.1554,-25.259607,-,Digit 7,19.7127,-16.8406,-0.3996,-13.0214
Digit 3,-20.356266,14.154003,-,Digit 3,-6.0698,-6.4587,13.7674,11.5547
Digit 4,15.428987,-8.789225,-,Digit 4,5.4739,-18.6432,-18.9924,-4.2966
Digit 6,-23.539507,-27.128418,-,Digit 6,-3.9333,12.2375,11.9501,2.6885
Digit 8,-0.5424062,7.711678,-,Digit 8,-4.973,-6.8755,-4.5307,-15.5222
Digit 5,-7.8273964,-0.10023617,-,Digit 5,-7.9746,-4.0359,-17.5249,-19.09
Digit 2,-3.703308,30.339705,-,Digit 2,-9.6618,-7.5933,-2.3795,4.4751
Digit 8,5.3440537,8.864543,-,Digit 8,20.6301,-3.4962,-6.5258,-7.6648
Digit 4,-4.6330805,-33.152405,-,Digit 4,10.5945,-14.2034,1.6785,-0.1167
Digit 8,3.0405486,6.7044306,-,Digit 8,8.0712,3.2854,0.3186,12.0983
Digit 5,-9.634891,-5.1572433,-,Digit 5,-15.371,-6.2703,-6.0834,1.5198
Digit 3,-11.823371,14.708898,-,Digit 3,12.6665,-17.0503,6.7622,4.0511
Digit 0,-32.063663,-6.048801,-,Digit 0,-14.5466,0.5684,2.4626,6.0177
Digit 9,-9.419194,-29.288038,-,Digit 9,-8.2575,0.4961,20.152,5.5541
Digit 9,-3.2916958,-25.447403,-,Digit 9,15.2186,-15.8577,10.5914,-7.8365
Digit 1,22.067713,27.361015,-,Digit 1,3.2842,-7.0048,-15.2815,15.2259
Digit 6,-24.583998,-24.44835,-,Digit 6,-8.8248,12.7957,-18.0046,-2.4968
Digit 6,-28.6522,-18.4577,-,Digit 6,-11.4837,-3.9778,3.6386,1.5091
Digit 7,23.755587,-25.446224,-,Digit 7,-10.2866,1.004,0.2671,-11.7
Digit 5,-14.166788,5.234394,-,Digit 5,-6.3557,4.4474,18.6538,0.8003
Digit 0,-43.147167,-4.039735,-,Digit 0,-0.378,-14.6951,12.0586,8.4092
Digit 8,-0.73241204,7.6098204,-,Digit 8,16.1692,-9.5543,9.9306,2.0325
Digit 8,-6.133595,3.8974211,-,Digit 8,11.4433,-6.2804,12.0703,-8.1302
Digit 1,32.487724,10.516861,-,Digit 1,-18.8378,13.3215,-1.9127,10.2889
Digit 6,-25.47845,-17.279215,-,Digit 6,2.5395,0.7036,-0.7758,-10.1584
Digit 7,31.467594,-19.47807,-,Digit 7,19.4484,16.9569,5.7778,-14.7408
Digit 0,-36.40003,11.249792,-,Digit 0,11.2172,2.4822,-15.7766,10.299
Digit 1,20.345568,32.160793,-,Digit 1,-17.8197,1.8105,6.4625,15.587
Digit 9,1.3168279,-26.066404,-,Digit 9,13.18,17.449,19.4634,-19.903
Digit 6,-18.168203,-17.36926,-,Digit 6,-12.7448,-0.0943,-4.9756,20.1956
Digit 7,33.34682,-17.597559,-,Digit 7,-8.3033,14.7308,15.1679,19.166
Digit 3,-5.274153,5.90871,-,Digit 3,-15.9459,15.5939,-2.4468,-5.546
Digit 4,17.816956,-0.14970769,-,Digit 4,-17.2909,-1.3118,10.5775,-2.4255
Digit 9,15.870747,-20.227518,-,Digit 9,9.307,4.0635,7.2318,-18.9039
Digit 2,1.5558362,4.5524793,-,Digit 2,17.6835,-14.2773,-11.3062,-18.4068
Digit 8,-14.894799,9.50949,-,Digit 8,13.7944,-16.9854,-0.6553,-16.2208
Digit 8,12.888065,14.601619,-,Digit 8,2.712,-14.2909,-4.5339,1.8271
Digit 2,9.474178,25.808886,-,Digit 2,10.3096,-18.0602,5.2817,6.9228
Digit 6,-16.335558,-13.821629,-,Digit 6,-5.5446,-8.8726,-10.5739,0.9996
Digit 6,-20.19565,-23.270767,-,Digit 6,17.109,-18.0821,-6.6979,-10.2979
Digit 4,15.018492,-3.8870468,-,Digit 4,18.4822,10.7062,-7.8282,16.4338
Digit 1,25.584053,15.200787,-,Digit 1,-8.4735,-17.7972,-11.8462,5.7097
Digit 3,-15.936536,-0.7978176,-,Digit 3,5.8672,-19.7698,-3.4308,-19.7471
Digit 6,-26.37488,-18.522131,-,Digit 6,-9.527,17.1842,13.542,10.7943
Digit 9,14.43714,-14.623109,-,Digit 9,6.2994,13.6628,-15.3752,-14.9417
Digit 0,-35.739944,13.633241,-,Digit 0,11.2369,-12.4297,0.7202,0.1974
Digit 9,9.502694,-18.178915,-,Digit 9,13.7528,-4.9076,-16.3958,19.2775
Digit 2,-0.7208609,29.411528,-,Digit 2,19.0323,-19.3004,9.2661,-14.0125
Digit 3,-14.822621,16.124357,-,Digit 3,-12.7756,4.6848,17.3375,3.8684
Digit 5,-8.436063,-0.21361883,-,Digit 5,-18.2163,-2.5149,-6.4476,3.8175
Digit 5,-20.88093,0.18306905,-,Digit 5,-0.6271,2.7153,6.5413,15.2462
Digit 1,28.054884,9.306062,-,Digit 1,-9.8298,20.3234,-15.9888,-9.6324
Digit 2,-5.5403438,29.099329,-,Digit 2,10.0468,-14.8157,4.9394,-1.5956
Digit 5,-8.468511,-7.308405,-,Digit 5,-17.7615,16.5077,14.0792,-0.7238
Digit 7,33.38203,-18.503586,-,Digit 7,-16.9037,2.9536,5.3288,-15.1657
Digit 6,-25.464113,-15.870518,-,Digit 6,6.0934,-11.1213,18.8684,-12.8087
Digit 4,8.63645,-32.30804,-,Digit 4,4.2555,6.2794,1.3251,-18.842
Digit 8,-0.5968262,5.4591227,-,Digit 8,7.767,-7.8953,7.5375,-8.4388
Digit 9,3.9105499,-22.48228,-,Digit 9,-13.8056,0.2407,7.0205,2.5606
Digit 3,-15.801786,14.8662815,-,Digit 3,2.2447,3.0083,-10.9267,4.0817
Digit 6,-23.37807,-27.607744,-,Digit 6,17.7,14.2478,-15.4403,-11.5007
Digit 9,21.455145,-14.4046,-,Digit 9,3.3347,-19.8397,-5.5303,-15.2966
Digit 1,33.166023,9.071783,-,Digit 1,4.272,-8.4052,0.3668,-1.7783
Digit 8,-0.74017745,3.8682756,-,Digit 8,17.9805,16.4485,-19.6761,-4.1288
Digit 8,-0.048914637,5.833918,-,Digit 8,12.2717,3.9973,3.0845,-1.1976
Digit 0,-27.964933,1.0354005,-,Digit 0,-13.0856,-1.0961,5.3504,18.7831
Digit 9,15.384931,-17.56496,-,Digit 9,-8.6036,-1.9611,-1.9,-8.5746
Digit 7,18.067064,-27.97652,-,Digit 7,6.384,-3.8776,20.4113,-3.4982
Digit 4,11.172318,-3.0404565,-,Digit 4,11.1871,18.2184,-11.3601,-1.8753
Digit 1,16.634954,32.983845,-,Digit 1,8.9684,-13.957,2.973,1.1153
Digit 8,11.566776,12.817416,-,Digit 8,-0.075,-15.0558,20.4483,17.4788
Digit 0,-36.05766,10.499724,-,Digit 0,3.0059,-5.8567,16.7184,-19.8153
Digit 7,22.919813,-32.790714,-,Digit 7,-18.7411,0.0473,-2.8307,6.5319
Digit 6,-27.001757,-20.252487,-,Digit 6,-0.8268,7.0475,-2.5677,14.1544
Digit 7,27.996487,-19.195883,-,Digit 7,-1.168,10.8728,5.5239,12.1049
Digit 1,28.715055,7.385604,-,Digit 1,-3.0298,-15.694,-4.9602,18.506
Digit 3,-16.326014,17.388626,-,Digit 3,-5.8928,-19.0872,-15.8528,19.9326
Digit 1,34.865196,6.1981177,-,Digit 1,-19.9652,-5.6772,18.1923,14.2768
Digit 0,-34.43426,14.588704,-,Digit 0,4.7162,-16.7407,14.42,1.177
Digit 1,18.901344,30.81108,-,Digit 1,-14.004,-1.3114,-15.6947,17.6707
Digit 0,-39.420673,6.325989,-,Digit 0,1.0419,-11.8579,-9.4128,-12.4127
Digit 0,-36.195442,10.8168545,-,Digit 0,9.6585,-17.4393,3.7604,-9.5641
Digit 0,-39.438007,-4.031014,-,Digit 0,3.6715,13.8412,-18.896,3.2554
Digit 9,14.894177,-17.76795,-,Digit 9,-14.9906,8.4692,-19.6511,-3.6563
Digit 8,6.336257,14.551299,-,Digit 8,-7.5442,18.4114,-12.9911,-12.6944
Digit 1,22.609272,21.046152,-,Digit 1,15.8892,-16.3478,13.0305,19.7081
Digit 4,8.488498,-7.5937424,-,Digit 4,7.8255,1.6932,19.7325,-9.7646
Digit 4,9.234635,-26.995867,-,Digit 4,16.2699,-0.786,0.8861,0.2219
Digit 0,-32.96686,13.860171,-,Digit 0,-10.0617,-17.2964,-10.3483,-8.4994
Digit 9,14.641583,-15.530983,-,Digit 9,-11.2598,0.5586,-3.9764,-8.1326
Digit 3,-12.751536,8.4989,-,Digit 3,14.681,-13.7919,-10.1307,-1.9777
Digit 5,-12.663593,-1.8092043,-,Digit 5,-13.5037,-15.9778,-0.1426,-18.4402
Digit 9,-3.8091853,-28.379211,-,Digit 9,-9.1752,11.255,-6.6484,-19.9201
Digit 6,-18.798307,-13.703594,-,Digit 6,-3.4419,-17.9765,3.9596,7.7777
Digit 1,26.782011,1.1746486,-,Digit 1,3.8827,-18.017,-16.3872,6.6567
Digit 1,29.500977,5.5108285,-,Digit 1,-6.9585,10.7157,3.5298,-2.8713
Digit 8,23.324215,-14.212204,-,Digit 8,7.2296,20.1835,-15.0457,-16.6365
Digit 6,-23.286783,-23.26628,-,Digit 6,18.1244,11.5569,-8.7431,-9.6302
Digit 9,11.439041,-22.284592,-,Digit 9,-6.7272,-19.0776,-14.4071,14.6134
Digit 4,2.367788,-15.215675,-,Digit 4,-6.003,-16.4107,10.8648,-8.9422
Digit 6,-25.19379,-13.645817,-,Digit 6,6.0728,0.2161,0.706,3.7151
Digit 5,-14.227973,-1.3846152,-,Digit 5,8.6965,16.2273,-6.2725,5.8084
Digit 3,-14.159358,7.188126,-,Digit 3,-1.7672,-4.9437,4.506,12.6527
Digit 0,-35.80346,2.192375,-,Digit 0,20.7624,4.4035,20.7499,18.131
Digit 4,-0.8990617,-32.37977,-,Digit 4,17.959,-13.2452,6.8964,-8.9444
Digit 4,13.442606,-12.090028,-,Digit 4,9.0151,-14.265,3.2815,-18.3295
Digit 6,-14.959028,-28.746296,-,Digit 6,-9.9391,-0.0372,20.9166,-14.9587
Digit 0,-31.833893,-4.716267,-,Digit 0,19.9591,-3.4351,1.791,18.8675
Digit 0,-34.716793,5.2513785,-,Digit 0,-12.0543,-16.1291,17.9502,-10.1786
Digit 2,5.8972983,29.17744,-,Digit 2,14.786,-11.5332,-10.8213,17.0766
Digit 6,-22.395006,-17.02442,-,Digit 6,17.0661,-16.2397,-6.0136,-0.7781
Digit 9,18.578186,4.2685366,-,Digit 9,17.7763,-5.3432,11.3483,10.0061
Digit 1,31.83065,9.858115,-,Digit 1,-16.0602,-6.8411,-18.1928,11.8694
Digit 9,16.469652,-12.086679,-,Digit 9,7.5817,-19.3065,-7.308,2.2676
Digit 9,21.054527,-13.797002,-,Digit 9,5.5804,-4.9878,-18.0826,-0.6045
Digit 7,20.620193,-32.505367,-,Digit 7,-4.6118,3.1358,-6.6974,1.3502
Digit 8,1.4009817,8.427598,-,Digit 8,15.4387,-9.3608,3.7136,-11.4203
Digit 5,-5.7713075,-8.870949,-,Digit 5,3.4489,16.7343,15.7119,-4.144
Digit 9,17.448248,-19.74982,-,Digit 9,18.2853,5.6702,12.7993,-3.2961
Digit 1,33.12678,9.2685585,-,Digit 1,-7.9233,3.9656,19.9134,-16.7067
Digit 5,-4.1337743,-9.228067,-,Digit 5,-9.0946,5.6988,1.9824,-5.0048
Digit 1,20.506123,29.669153,-,Digit 1,-8.5889,-11.8176,17.822,1.5219
Digit 5,-19.933641,5.8942556,-,Digit 5,-7.7521,-15.2914,3.3831,-4.0406
Digit 3,-18.841509,18.475254,-,Digit 3,6.0466,-18.6799,-4.6986,-12.7614
Digit 6,-17.217138,-9.009478,-,Digit 6,-0.2257,11.0861,-9.1759,-0.892
Digit 1,18.625462,28.056154,-,Digit 1,-14.1254,2.0808,-14.7497,-15.2735
Digit 0,-34.72564,6.425463,-,Digit 0,13.6746,-5.5668,-7.7228,-3.1686
Digit 0,-32.46241,9.27152,-,Digit 0,8.9323,-19.454,19.6551,4.4472
Digit 9,3.5654364,-23.27264,-,Digit 9,1.1074,-8.6071,13.9874,-6.9695
Digit 2,-6.2085233,29.609894,-,Digit 2,0.2825,2.6382,8.2865,-17.1237
Digit 4,-2.5451303,-25.3056,-,Digit 4,9.0384,15.7953,-19.7673,-5.0435
Digit 1,23.667082,11.87848,-,Digit 1,20.1099,-17.9714,20.593,-9.518
Digit 0,-42.20946,0.34216455,-,Digit 0,-14.0507,-12.4022,16.9135,-11.069
Digit 3,-15.110504,16.98465,-,Digit 3,4.5541,-15.0974,16.5467,16.5978
Digit 2,0.8670774,27.304928,-,Digit 2,12.2845,15.7671,15.7606,-2.3556
Digit 9,19.390802,-7.8454847,-,Digit 9,4.7207,-19.7518,6.7971,9.8995
Digit 6,20.549484,18.000818,-,Digit 6,6.4345,-2.8507,-15.6544,-16.6485
Digit 2,3.2532685,36.024273,-,Digit 2,5.9693,1.9283,5.8646,6.5758
Digit 6,-23.397614,-10.137724,-,Digit 6,1.2026,2.9712,-18.4409,-1.8157
Digit 8,16.41834,10.685059,-,Digit 8,-13.2705,-1.8095,20.6886,16.5073
Digit 6,-22.045929,-17.815914,-,Digit 6,-18.141,-10.0351,2.5115,-8.2833
Digit 4,12.388733,-6.548386,-,Digit 4,-7.7051,20.56,-2.567,4.9599
Digit 6,-19.881289,-21.439287,-,Digit 6,-12.6451,6.7474,14.3382,4.0804
Digit 8,15.876549,16.589092,-,Digit 8,20.0573,20.2656,-7.8327,-16.3218
Digit 8,10.528664,8.527641,-,Digit 8,12.4972,19.913,-0.1644,-12.2548
Digit 9,14.188563,-19.991112,-,Digit 9,16.8268,11.0753,-16.8073,14.4514
Digit 2,3.9404507,37.036957,-,Digit 2,11.0919,10.5274,1.4445,20.7186
Digit 8,9.437408,15.9637,-,Digit 8,-5.6152,15.3235,0.0025,17.3222
Digit 3,-12.163001,17.930897,-,Digit 3,3.5707,20.2344,15.5682,-14.6462
Digit 9,-3.688163,-25.182817,-,Digit 9,12.4058,-4.2053,12.7233,2.099
Digit 0,-35.110886,12.710529,-,Digit 0,-0.7822,2.2634,14.8168,5.8701
Digit 0,-35.269287,1.1613741,-,Digit 0,13.6127,-7.8246,-17.0919,-15.7792
