,Unnamed: 0,x,y,mannual_label,correct_label
1442,Digit 0,-33.955612,-0.6214507,0,Digit 0
1443,Digit 4,15.632108,-9.46738,-,Digit 4
1444,Digit 1,26.185637,-1.7047718,-,Digit 1
1445,Digit 9,-0.6983207,-27.08303,-,Digit 9
1446,Digit 9,-4.4331865,-29.507347,-,Digit 9
1447,Digit 6,-24.453142,-18.121704,-,Digit 6
1448,Digit 0,-35.178246,9.254306,0,Digit 0
1449,Digit 7,20.686638,-32.569458,-,Digit 7
145,Digit 1,20.568817,26.064804,-,Digit 1
1450,Digit 6,-25.027033,-25.764164,-,Digit 6
1451,Digit 0,-35.726425,1.6177948,0,Digit 0
1452,Digit 8,-5.8259077,4.2135406,-,Digit 8
1453,Digit 8,-8.576459,3.3509452,-,Digit 8
1454,Digit 5,3.5938404,-4.945333,-,Digit 5
1455,Digit 7,26.598795,-26.927298,-,Digit 7
1456,Digit 8,-0.2144726,16.311989,-,Digit 8
1457,Digit 8,-1.8652695,-16.256683,-,Digit 8
1458,Digit 5,-11.836885,-2.2565756,-,Digit 5
1459,Digit 8,0.9359069,2.8065662,-,Digit 8
146,Digit 5,-17.443132,-0.7922778,-,Digit 5
1460,Digit 1,33.830173,6.9718976,-,Digit 1
1461,Digit 7,23.405087,-31.89002,-,Digit 7
1462,Digit 5,0.6608504,-3.6877575,-,Digit 5
1463,Digit 7,21.524565,-27.499962,-,Digit 7
1464,Digit 7,31.067873,-9.778122,-,Digit 7
1465,Digit 3,-13.554548,7.1749916,-,Digit 3
1466,Digit 6,-28.417465,-23.157127,-,Digit 6
1467,Digit 8,12.511997,14.623378,-,Digit 8
1468,Digit 9,5.9093146,-22.45479,-,Digit 9
1469,Digit 4,9.536349,-6.955665,-,Digit 4
147,Digit 4,18.18258,-1.1730868,-,Digit 4
1470,Digit 1,31.256475,5.86958,-,Digit 1
1471,Digit 3,-9.221839,15.769967,-,Digit 3
1472,Digit 3,-19.385977,9.211965,-,Digit 3
1473,Digit 6,-25.527357,-11.44211,-,Digit 6
1474,Digit 4,0.0286549,-31.113968,-,Digit 4
1475,Digit 5,-12.96542,2.9078417,-,Digit 5
1476,Digit 4,12.909373,-7.3857036,-,Digit 4
1477,Digit 4,-2.6603281,-32.640827,-,Digit 4
1478,Digit 6,-26.649172,-23.615059,-,Digit 6
1479,Digit 8,8.162823,0.0575657,-,Digit 8
148,Digit 6,-23.402227,-28.711372,-,Digit 6
1480,Digit 2,-6.2230606,35.19636,-,Digit 2
1481,Digit 1,35.317856,4.708235,-,Digit 1
1482,Digit 1,18.218992,30.39977,-,Digit 1
1483,Digit 9,7.55711,-12.389794,-,Digit 9
1484,Digit 8,8.39384,6.8371305,-,Digit 8
1485,Digit 9,21.920103,-11.190027,-,Digit 9
1486,Digit 3,-6.203644,14.792823,-,Digit 3
1487,Digit 2,-2.6290808,29.984547,-,Digit 2
1488,Digit 8,10.932571,14.084658,-,Digit 8
1489,Digit 3,-9.416092,32.38986,-,Digit 3
149,Digit 6,-18.203878,-13.297867,-,Digit 6
1490,Digit 2,-5.1297026,27.229136,-,Digit 2
1491,Digit 1,32.357822,4.0765605,-,Digit 1
1492,Digit 5,-17.34364,-0.9864894,-,Digit 5
1493,Digit 1,25.0603,12.524933,-,Digit 1
1494,Digit 1,18.499132,31.340609,-,Digit 1
1495,Digit 6,-28.099064,-15.7619915,-,Digit 6
1496,Digit 5,-40.558956,1.4805402,0,Digit 5
1497,Digit 1,27.297646,12.457544,-,Digit 1
1498,Digit 4,17.965387,-0.3152819,-,Digit 4
1499,Digit 1,20.382454,30.30922,-,Digit 1
15,Digit 0,-35.160706,-0.5947419,0,Digit 0
150,Digit 6,-18.235617,-17.060244,-,Digit 6
1500,Digit 0,-39.677563,-1.9007617,0,Digit 0
1501,Digit 2,-1.124304,24.421816,-,Digit 2
1502,Digit 1,33.176952,7.0137887,-,Digit 1
1503,Digit 3,-13.695283,11.95553,-,Digit 3
1504,Digit 0,-35.27917,5.95508,0,Digit 0
1505,Digit 5,12.150688,6.1395736,-,Digit 5
1506,Digit 9,8.595769,-24.531061,-,Digit 9
1507,Digit 4,26.562136,-10.466093,-,Digit 4
1508,Digit 3,-12.677039,23.92585,-,Digit 3
1509,Digit 4,11.38208,-25.518358,-,Digit 4
151,Digit 9,20.039074,-10.823514,-,Digit 9
1510,Digit 5,-9.98036,-1.8526872,-,Digit 5
1511,Digit 6,-18.074905,-15.639376,-,Digit 6
1512,Digit 1,35.406208,5.1955705,-,Digit 1
1513,Digit 7,18.736849,1.5965842,-,Digit 7
1514,Digit 8,4.8109136,8.395016,-,Digit 8
1515,Digit 8,-7.592207,3.66133,-,Digit 8
1516,Digit 4,12.420111,-8.048575,-,Digit 4
1517,Digit 0,-34.559128,-1.7264527,0,Digit 0
1518,Digit 3,-14.640798,16.991026,-,Digit 3
1519,Digit 5,-1.77986,-7.1427574,-,Digit 5
152,Digit 9,14.15481,-15.894691,-,Digit 9
1520,Digit 3,-7.9927855,16.81174,-,Digit 3
1521,Digit 6,-28.066317,-14.59864,-,Digit 6
1522,Digit 1,24.779314,13.173561,-,Digit 1
1523,Digit 3,-15.427676,12.915077,-,Digit 3
1524,Digit 9,8.40479,-21.250198,-,Digit 9
1525,Digit 2,26.581104,-19.151491,-,Digit 2
1526,Digit 2,2.309483,35.62633,-,Digit 2
1527,Digit 8,7.3900847,11.366959,-,Digit 8
1528,Digit 9,7.827033,-23.11904,-,Digit 9
1529,Digit 1,27.429508,19.422394,-,Digit 1
153,Digit 9,21.311382,-10.164749,-,Digit 9
1530,Digit 2,-7.6578074,40.231457,-,Digit 2
1531,Digit 2,-3.110665,27.016666,-,Digit 2
1532,Digit 6,-28.005491,-15.562974,-,Digit 6
1533,Digit 5,-2.271374,-16.021286,-,Digit 5
1534,Digit 1,29.263868,20.75757,-,Digit 1
1535,Digit 4,11.756333,-8.922472,-,Digit 4
1536,Digit 3,-17.650858,10.188051,-,Digit 3
1537,Digit 2,-1.526758,37.305656,-,Digit 2
1538,Digit 6,-23.732744,-22.857218,-,Digit 6
1539,Digit 3,-13.410795,13.731468,-,Digit 3
154,Digit 8,-0.5236051,8.961994,-,Digit 8
1540,Digit 2,-0.3281515,34.7119,-,Digit 2
1541,Digit 7,24.686037,-26.79684,-,Digit 7
1542,Digit 9,21.619432,-9.528139,-,Digit 9
1543,Digit 7,29.354164,-19.12918,-,Digit 7
1544,Digit 7,21.21488,-21.011974,-,Digit 7
1545,Digit 9,7.507402,-23.125938,-,Digit 9
1546,Digit 7,27.165867,-13.496326,-,Digit 7
1547,Digit 3,-6.196437,8.300195,-,Digit 3
1548,Digit 2,-10.275596,34.122772,-,Digit 2
1549,Digit 4,-9.70699,-31.182453,-,Digit 4
155,Digit 9,-0.83833,-26.189184,-,Digit 9
1550,Digit 9,3.0246239,-24.865925,-,Digit 9
1551,Digit 2,4.6208167,25.546356,-,Digit 2
1552,Digit 7,22.868765,-20.90522,-,Digit 7
1553,Digit 3,-8.267047,8.3618765,-,Digit 3
1554,Digit 6,-14.777363,-12.8501215,-,Digit 6
1555,Digit 5,1.1981003,-2.4499893,-,Digit 5
1556,Digit 7,26.161016,-11.220846,-,Digit 7
1557,Digit 2,4.293345,30.45096,-,Digit 2
1558,Digit 2,-4.6573277,27.05687,-,Digit 2
1559,Digit 6,-19.685781,-20.835928,-,Digit 6
156,Digit 3,-11.95549,17.874603,-,Digit 3
1560,Digit 4,16.46612,-6.561277,-,Digit 4
1561,Digit 4,12.854697,-6.7610803,-,Digit 4
1562,Digit 7,31.892668,-9.03724,-,Digit 7
1563,Digit 9,0.5243039,-31.277143,-,Digit 9
1564,Digit 6,-21.290718,-18.731152,-,Digit 6
1565,Digit 3,-11.168606,22.64772,-,Digit 3
1566,Digit 9,1.6082255,-25.777866,-,Digit 9
1567,Digit 4,-4.862294,-35.632755,-,Digit 4
1568,Digit 1,27.84555,13.21238,-,Digit 1
1569,Digit 5,-12.797415,-8.270248,-,Digit 5
157,Digit 9,17.771584,-14.850277,-,Digit 9
1570,Digit 5,-4.244816,-4.575042,-,Digit 5
1571,Digit 7,28.285753,-15.117304,-,Digit 7
1572,Digit 9,17.859632,8.604621,-,Digit 9
1573,Digit 8,6.693572,12.9197445,-,Digit 8
1574,Digit 1,22.047707,22.240173,-,Digit 1
1575,Digit 7,32.36258,-17.916918,-,Digit 7
1576,Digit 1,22.109596,26.0727,-,Digit 1
1577,Digit 1,35.46086,6.0438,-,Digit 1
1578,Digit 0,-30.0257,7.7933264,0,Digit 0
1579,Digit 8,8.225862,15.931023,-,Digit 8
158,Digit 7,23.624249,-29.970594,-,Digit 7
1580,Digit 3,-13.529936,10.901018,-,Digit 3
1581,Digit 1,25.203058,22.738607,-,Digit 1
1582,Digit 3,-12.272478,12.911905,-,Digit 3
1583,Digit 1,29.894543,6.3739443,-,Digit 1
1584,Digit 2,3.4564905,31.823,-,Digit 2
1585,Digit 4,7.818759,-32.509064,-,Digit 4
1586,Digit 4,18.087633,-4.613648,-,Digit 4
1587,Digit 6,-16.40226,-12.464816,-,Digit 6
1588,Digit 6,-21.368416,-17.92853,-,Digit 6
1589,Digit 6,-26.078045,-11.633506,-,Digit 6
159,Digit 2,-10.792762,34.588524,-,Digit 2
1590,Digit 9,20.191782,-8.01088,-,Digit 9
1591,Digit 2,-8.787896,36.37433,-,Digit 2
1592,Digit 1,16.460478,29.603542,-,Digit 1
1593,Digit 4,0.3482804,-19.092161,-,Digit 4
1594,Digit 7,29.110794,-16.734741,-,Digit 7
1595,Digit 2,4.383442,36.691525,-,Digit 2
1596,Digit 6,-23.750113,-29.00664,-,Digit 6
1597,Digit 2,-3.8579009,34.53642,-,Digit 2
1598,Digit 2,5.852525,27.546364,-,Digit 2
1599,Digit 3,-14.623003,22.677813,-,Digit 3
16,Digit 0,-40.727547,3.9409332,0,Digit 0
160,Digit 7,19.694675,-30.048399,-,Digit 7
1600,Digit 9,20.240295,-11.773397,-,Digit 9
1601,Digit 0,-28.508839,2.4855351,0,Digit 0
1602,Digit 9,-5.4103613,-29.48687,-,Digit 9
1603,Digit 6,-26.258934,-20.018969,-,Digit 6
1604,Digit 3,-14.3200655,25.751068,-,Digit 3
1605,Digit 9,26.279726,-1.4067416,-,Digit 9
1606,Digit 1,30.079405,9.682261,-,Digit 1
1607,Digit 1,29.793812,14.178351,-,Digit 1
1608,Digit 5,0.0916272,-9.182331,-,Digit 5
1609,Digit 4,11.856474,-8.829559,-,Digit 4
161,Digit 9,-2.150995,-27.092024,-,Digit 9
1610,Digit 7,25.840485,-16.085062,-,Digit 7
1611,Digit 0,-34.489292,0.1125901,0,Digit 0
1612,Digit 4,17.406122,-1.426497,-,Digit 4
1613,Digit 5,-6.159195,-2.9247146,-,Digit 5
1614,Digit 7,30.810143,-16.288837,-,Digit 7
1615,Digit 5,-1.788977,-10.634497,-,Digit 5
1616,Digit 5,-7.7818823,-6.80937,-,Digit 5
1617,Digit 6,-16.235762,-15.94243,-,Digit 6
1618,Digit 3,-6.3756495,10.725251,-,Digit 3
1619,Digit 6,-21.513365,-28.777906,-,Digit 6
162,Digit 3,-9.191617,10.193525,-,Digit 3
1620,Digit 8,11.208577,11.409505,-,Digit 8
1621,Digit 9,5.5112443,-12.6320305,-,Digit 9
1622,Digit 7,28.665886,-20.863533,-,Digit 7
1623,Digit 4,15.897852,-0.5057206,-,Digit 4
1624,Digit 2,-3.0613983,27.658073,-,Digit 2
1625,Digit 2,-2.9882197,36.753296,-,Digit 2
1626,Digit 7,21.202547,-30.278044,-,Digit 7
1627,Digit 1,24.216316,14.214784,-,Digit 1
1628,Digit 9,21.58938,-9.527389,-,Digit 9
1629,Digit 6,-21.426443,-8.298089,-,Digit 6
163,Digit 4,8.30198,-11.670263,-,Digit 4
1630,Digit 1,17.392187,24.179758,-,Digit 1
1631,Digit 4,11.482416,-4.021688,-,Digit 4
1632,Digit 1,18.988203,31.372316,-,Digit 1
1633,Digit 0,-35.739094,-4.0113025,0,Digit 0
1634,Digit 0,-35.161896,10.830954,0,Digit 0
1635,Digit 1,22.886633,28.440945,-,Digit 1
1636,Digit 1,30.425716,14.235853,-,Digit 1
1637,Digit 9,4.992822,-22.305418,-,Digit 9
1638,Digit 1,27.978596,15.42304,-,Digit 1
1639,Digit 2,-1.3492737,-1.1982232,-,Digit 2
164,Digit 7,34.06844,-15.342523,-,Digit 7
1640,Digit 5,-4.8613987,-7.691249,-,Digit 5
1641,Digit 4,-2.503242,-32.543198,-,Digit 4
1642,Digit 3,-13.384328,19.510324,-,Digit 3
1643,Digit 1,30.635336,20.551132,-,Digit 1
1644,Digit 1,20.71519,29.705725,-,Digit 1
1645,Digit 1,24.538778,25.907068,-,Digit 1
1646,Digit 6,-22.35736,-24.06975,-,Digit 6
1647,Digit 2,-11.088807,35.7165,-,Digit 2
1648,Digit 9,22.104473,-6.8453526,-,Digit 9
1649,Digit 3,-8.927291,20.468178,-,Digit 3
165,Digit 7,26.860529,-14.212235,-,Digit 7
1650,Digit 6,-17.675264,-17.958979,-,Digit 6
1651,Digit 1,23.406223,13.730972,-,Digit 1
1652,Digit 3,-17.227303,13.642418,-,Digit 3
1653,Digit 5,-2.929555,6.5970306,-,Digit 5
1654,Digit 7,24.25693,-24.24489,-,Digit 7
1655,Digit 7,26.42092,-12.001085,-,Digit 7
1656,Digit 7,22.004623,-27.293987,-,Digit 7
1657,Digit 0,-39.975155,1.2879227,0,Digit 0
1658,Digit 1,20.023577,30.569658,-,Digit 1
1659,Digit 2,-1.1292051,32.991558,-,Digit 2
166,Digit 9,22.188168,-6.22002,-,Digit 9
1660,Digit 2,7.3815236,26.97489,-,Digit 2
1661,Digit 8,-0.4353934,12.363147,-,Digit 8
1662,Digit 1,26.687954,4.9810796,-,Digit 1
1663,Digit 0,-36.359753,7.8723617,0,Digit 0
1664,Digit 1,23.071056,28.55718,-,Digit 1
1665,Digit 8,-14.387006,9.72423,-,Digit 8
1666,Digit 9,1.688623,-22.12895,-,Digit 9
1667,Digit 5,-23.145733,-18.653942,-,Digit 5
1668,Digit 1,31.975393,4.454791,-,Digit 1
1669,Digit 9,-12.418215,-28.547075,-,Digit 9
167,Digit 0,-30.2296,7.565858,0,Digit 0
1670,Digit 6,-25.360535,-10.392161,-,Digit 6
1671,Digit 8,6.537525,5.305122,-,Digit 8
1672,Digit 0,-37.394386,-2.4343534,0,Digit 0
1673,Digit 9,19.453506,-13.905881,-,Digit 9
1674,Digit 7,32.34797,-15.612727,-,Digit 7
1675,Digit 6,-22.45444,-20.114492,-,Digit 6
1676,Digit 2,-0.9084329,34.513878,-,Digit 2
1677,Digit 6,-20.236471,-8.071088,-,Digit 6
1678,Digit 6,-24.53924,-22.431913,-,Digit 6
1679,Digit 5,1.1765422,-2.5506914,-,Digit 5
168,Digit 3,-11.803854,22.649647,-,Digit 3
1680,Digit 7,18.908812,-30.309837,-,Digit 7
1681,Digit 3,-10.66545,8.703245,-,Digit 3
1682,Digit 2,7.6801734,28.793924,-,Digit 2
1683,Digit 1,34.04156,4.98354,-,Digit 1
1684,Digit 9,22.110825,-4.2849765,-,Digit 9
1685,Digit 6,-25.585375,-19.080315,-,Digit 6
1686,Digit 6,-21.561281,-21.370901,-,Digit 6
1687,Digit 9,4.6931605,-24.155901,-,Digit 9
1688,Digit 5,-0.1363187,-2.5205286,-,Digit 5
1689,Digit 6,-26.280115,-17.561518,-,Digit 6
169,Digit 3,-6.3054323,12.868533,-,Digit 3
1690,Digit 2,-36.995678,11.709065,0,Digit 2
1691,Digit 6,-21.490786,-15.50117,-,Digit 6
1692,Digit 1,20.07944,29.05461,-,Digit 1
1693,Digit 4,2.7877328,-20.64296,-,Digit 4
1694,Digit 6,-16.569387,-15.430703,-,Digit 6
1695,Digit 7,30.692892,-20.01594,-,Digit 7
1696,Digit 1,30.606398,15.227605,-,Digit 1
1697,Digit 4,14.824097,-6.09675,-,Digit 4
1698,Digit 8,10.573156,12.158182,-,Digit 8
1699,Digit 9,-10.041176,6.724262,-,Digit 9
17,Digit 3,-13.817628,21.844215,-,Digit 3
170,Digit 9,19.220316,-9.86276,-,Digit 9
1700,Digit 3,-14.723731,18.77592,-,Digit 3
1701,Digit 2,-6.2383432,39.309402,-,Digit 2
1702,Digit 5,-14.920469,5.835217,-,Digit 5
1703,Digit 4,4.860177,-19.650095,-,Digit 4
1704,Digit 3,-15.810819,20.926193,-,Digit 3
1705,Digit 8,7.269704,13.271359,-,Digit 8
1706,Digit 2,-6.082893,28.08593,-,Digit 2
1707,Digit 7,18.221663,-28.765282,-,Digit 7
1708,Digit 7,29.53685,-25.043425,-,Digit 7
1709,Digit 4,11.316558,-9.782121,-,Digit 4
171,Digit 8,7.6752853,5.377662,-,Digit 8
1710,Digit 8,0.508026,11.780203,-,Digit 8
1711,Digit 2,6.432355,26.04898,-,Digit 2
1712,Digit 0,-38.63646,-5.4444385,0,Digit 0
1713,Digit 8,15.488799,10.194189,-,Digit 8
1714,Digit 9,21.832968,-11.447639,-,Digit 9
1715,Digit 2,-8.466979,35.065487,-,Digit 2
1716,Digit 1,22.450552,24.904673,-,Digit 1
1717,Digit 7,31.260979,13.811801,-,Digit 7
1718,Digit 2,-4.7315745,37.25965,-,Digit 2
1719,Digit 3,-14.312142,26.626982,-,Digit 3
172,Digit 8,5.6780243,14.474047,-,Digit 8
1720,Digit 5,0.2089111,-10.389201,-,Digit 5
1721,Digit 3,-6.352144,15.148291,-,Digit 3
1722,Digit 9,-10.209423,6.7029624,-,Digit 9
1723,Digit 4,-0.8818085,-30.400661,-,Digit 4
1724,Digit 9,-6.6963677,-28.02276,-,Digit 9
1725,Digit 0,-40.507427,-0.6138686,0,Digit 0
1726,Digit 0,-39.109512,-4.7900248,0,Digit 0
1727,Digit 0,-37.969353,5.104512,0,Digit 0
1728,Digit 1,32.163857,6.2948117,-,Digit 1
1729,Digit 3,-18.843628,14.175976,-,Digit 3
173,Digit 5,1.8492732,-4.326112,-,Digit 5
1730,Digit 2,-9.802334,34.136368,-,Digit 2
1731,Digit 8,-0.5817147,7.0782113,-,Digit 8
1732,Digit 1,30.354338,5.629662,-,Digit 1
1733,Digit 9,9.2635565,-22.849855,-,Digit 9
1734,Digit 1,18.922352,26.952192,-,Digit 1
1735,Digit 4,-3.826424,-24.539007,-,Digit 4
1736,Digit 7,31.268513,-19.824554,-,Digit 7
1737,Digit 1,26.838718,1.0168269,-,Digit 1
1738,Digit 8,-14.017799,4.452922,-,Digit 8
1739,Digit 4,-1.065484,-20.000544,-,Digit 4
174,Digit 0,-36.06556,-6.26478,0,Digit 0
1740,Digit 9,-3.9996517,-29.31211,-,Digit 9
1741,Digit 5,-10.386514,-2.244094,-,Digit 5
1742,Digit 9,18.31082,-13.782346,-,Digit 9
1743,Digit 0,-36.227516,-1.0055238,0,Digit 0
1744,Digit 8,7.180447,14.020889,-,Digit 8
1745,Digit 6,-18.937092,-10.220301,-,Digit 6
1746,Digit 9,22.8344,-7.442304,-,Digit 9
1747,Digit 9,10.907202,-23.035604,-,Digit 9
1748,Digit 3,-9.6509695,13.670771,-,Digit 3
1749,Digit 3,-11.015824,20.929253,-,Digit 3
175,Digit 9,14.1175375,-15.251044,-,Digit 9
1750,Digit 6,-23.921398,-28.811441,-,Digit 6
1751,Digit 3,-11.051619,14.931022,-,Digit 3
1752,Digit 0,-11.293829,-11.958568,-,Digit 0
1753,Digit 6,-25.731651,-17.183659,-,Digit 6
1754,Digit 1,35.353573,7.9047713,-,Digit 1
1755,Digit 0,-40.5466,-3.3037338,0,Digit 0
1756,Digit 6,-21.339079,-8.064629,-,Digit 6
1757,Digit 4,14.8674135,-6.3923683,-,Digit 4
1758,Digit 1,32.58873,3.4365232,-,Digit 1
1759,Digit 9,22.313438,-6.0526614,-,Digit 9
176,Digit 4,17.259956,-6.463636,-,Digit 4
1760,Digit 0,-40.358673,0.0104328,0,Digit 0
1761,Digit 8,12.395799,16.235144,-,Digit 8
1762,Digit 6,-22.026865,-23.617807,-,Digit 6
1763,Digit 6,-19.784159,-11.429431,-,Digit 6
1764,Digit 2,-3.3821702,28.875896,-,Digit 2
1765,Digit 6,-28.960108,-17.911455,-,Digit 6
1766,Digit 9,7.00724,-26.56119,-,Digit 9
1767,Digit 4,2.5952842,-17.30699,-,Digit 4
1768,Digit 8,-2.956545,11.662172,-,Digit 8
1769,Digit 5,-14.96563,0.2414067,-,Digit 5
177,Digit 1,33.33036,2.7244964,-,Digit 1
1770,Digit 2,9.217832,27.514118,-,Digit 2
1771,Digit 8,-0.2713609,15.483318,-,Digit 8
1772,Digit 5,-13.09475,-1.3663298,-,Digit 5
1773,Digit 4,12.65477,-6.9546795,-,Digit 4
1774,Digit 8,9.99985,16.448378,-,Digit 8
1775,Digit 5,-1.7550533,-6.5514274,-,Digit 5
1776,Digit 1,17.073212,33.26467,-,Digit 1
1777,Digit 2,2.342853,25.442656,-,Digit 2
1778,Digit 4,11.426046,-6.985507,-,Digit 4
1779,Digit 5,-9.230687,-2.1899552,-,Digit 5
178,Digit 1,28.818146,18.871082,-,Digit 1
1780,Digit 8,-12.651041,5.38646,-,Digit 8
1781,Digit 0,-34.99745,10.031041,0,Digit 0
1782,Digit 3,-6.625988,-13.261482,-,Digit 3
1783,Digit 0,-38.578747,1.0005724,0,Digit 0
1784,Digit 7,27.315723,-15.987261,-,Digit 7
1785,Digit 9,11.97872,-21.742556,-,Digit 9
1786,Digit 7,32.443264,-13.104259,-,Digit 7
1787,Digit 2,-30.748972,17.965,0,Digit 2
1788,Digit 7,23.593487,-30.092691,-,Digit 7
1789,Digit 8,-0.6118625,3.9798236,-,Digit 8
179,Digit 0,-34.343433,12.184808,0,Digit 0
1790,Digit 9,-6.1409,-26.330599,-,Digit 9
1791,Digit 5,1.8331493,-2.3319767,-,Digit 5
1792,Digit 5,-6.3377748,-6.1117187,-,Digit 5
1793,Digit 8,-18.381845,-3.4766407,-,Digit 8
1794,Digit 7,22.81271,-30.718803,-,Digit 7
1795,Digit 4,6.129327,-32.008976,-,Digit 4
1796,Digit 4,10.669946,-25.444475,-,Digit 4
1797,Digit 0,-34.261707,8.833879,0,Digit 0
1798,Digit 2,-29.798288,1.6240976,0,Digit 2
1799,Digit 1,27.408655,22.054577,-,Digit 1
18,Digit 9,0.2674041,-26.972754,-,Digit 9
180,Digit 6,-23.485573,-22.145758,-,Digit 6
1800,Digit 8,-0.047286,6.9271326,-,Digit 8
1801,Digit 5,-13.642803,1.1691928,-,Digit 5
1802,Digit 1,21.310322,28.856192,-,Digit 1
1803,Digit 9,18.239534,-13.27272,-,Digit 9
1804,Digit 8,10.657168,11.622985,-,Digit 8
1805,Digit 9,21.26999,-11.136227,-,Digit 9
1806,Digit 0,-36.634884,5.76623,0,Digit 0
1807,Digit 1,21.89247,29.821014,-,Digit 1
1808,Digit 9,20.206863,-12.137818,-,Digit 9
1809,Digit 8,-14.577402,9.151405,-,Digit 8
181,Digit 3,-11.42776,8.713932,-,Digit 3
1810,Digit 6,-15.985089,-9.311372,-,Digit 6
1811,Digit 1,17.209255,23.973484,-,Digit 1
1812,Digit 2,-0.6528026,37.308914,-,Digit 2
1813,Digit 4,15.164657,-10.692222,-,Digit 4
1814,Digit 2,-4.6536293,35.218636,-,Digit 2
1815,Digit 1,24.557604,23.921078,-,Digit 1
1816,Digit 3,-16.874298,21.902477,-,Digit 3
1817,Digit 4,19.235031,-15.555435,-,Digit 4
1818,Digit 2,-3.5957737,31.60197,-,Digit 2
1819,Digit 3,-17.912964,5.8010244,-,Digit 3
182,Digit 1,29.60394,5.4897246,-,Digit 1
1820,Digit 8,-9.347344,-15.732824,-,Digit 8
1821,Digit 9,12.839181,-21.410885,-,Digit 9
1822,Digit 4,13.818393,-0.526949,-,Digit 4
1823,Digit 9,20.78612,-15.731837,-,Digit 9
1824,Digit 2,6.0356736,-3.1470835,-,Digit 2
1825,Digit 3,6.1441445,17.681719,-,Digit 3
1826,Digit 0,-40.66932,-1.1436701,0,Digit 0
1827,Digit 1,21.734285,26.533756,-,Digit 1
1828,Digit 7,29.267117,-17.870556,-,Digit 7
1829,Digit 3,14.440735,6.874272,-,Digit 3
183,Digit 1,25.201841,14.991691,-,Digit 1
1830,Digit 6,-27.44896,-19.057209,-,Digit 6
1831,Digit 1,20.292145,31.355371,-,Digit 1
1832,Digit 1,32.445885,5.2769356,-,Digit 1
1833,Digit 0,-34.22255,14.4456005,0,Digit 0
1834,Digit 5,-11.034893,-6.4362183,-,Digit 5
1835,Digit 2,10.0964575,29.54787,-,Digit 2
1836,Digit 0,-35.445442,10.0908785,0,Digit 0
1837,Digit 7,23.650827,-32.574753,-,Digit 7
1838,Digit 4,11.406372,-25.431429,-,Digit 4
1839,Digit 0,-29.473808,8.778919,0,Digit 0
184,Digit 8,13.777314,14.798648,-,Digit 8
1840,Digit 0,-43.418304,-4.0560365,0,Digit 0
1841,Digit 9,4.0662956,-26.959396,-,Digit 9
1842,Digit 7,26.620861,-27.024982,-,Digit 7
1843,Digit 8,4.7004824,8.305799,-,Digit 8
1844,Digit 0,-39.496418,-3.4512808,0,Digit 0
1845,Digit 7,27.284943,-27.823198,-,Digit 7
1846,Digit 1,33.26444,5.581947,-,Digit 1
1847,Digit 8,16.399748,12.297551,-,Digit 8
1848,Digit 3,-7.0599756,17.133247,-,Digit 3
1849,Digit 0,-38.95716,1.1439453,0,Digit 0
185,Digit 4,4.5680017,-32.734943,-,Digit 4
1850,Digit 6,-21.420504,-21.606627,-,Digit 6
1851,Digit 0,-38.24629,3.927893,0,Digit 0
1852,Digit 0,22.161524,-15.976297,-,Digit 0
1853,Digit 8,12.478794,13.98349,-,Digit 8
1854,Digit 2,0.7199507,36.90582,-,Digit 2
1855,Digit 7,21.014797,-29.251497,-,Digit 7
1856,Digit 7,32.52117,-8.556806,-,Digit 7
1857,Digit 5,-7.930126,-6.7265744,-,Digit 5
1858,Digit 1,18.151731,29.707602,-,Digit 1
1859,Digit 8,4.3055024,14.962361,-,Digit 8
186,Digit 4,16.554007,-3.3974535,-,Digit 4
1860,Digit 6,-21.988085,-12.217325,-,Digit 6
1861,Digit 2,1.2709587,23.442968,-,Digit 2
1862,Digit 2,4.054245,36.94146,-,Digit 2
1863,Digit 5,0.1145102,-13.912173,-,Digit 5
1864,Digit 0,-38.281136,4.398048,0,Digit 0
1865,Digit 6,-18.25305,-18.074877,-,Digit 6
1866,Digit 8,15.05014,17.75692,-,Digit 8
1867,Digit 6,-22.525948,-29.832855,-,Digit 6
1868,Digit 9,22.53456,-13.674569,-,Digit 9
1869,Digit 4,1.2285855,-18.62353,-,Digit 4
187,Digit 3,-18.449053,9.37232,-,Digit 3
1870,Digit 6,-22.463787,-24.007128,-,Digit 6
1871,Digit 8,-7.842353,-12.912811,-,Digit 8
1872,Digit 3,-15.150885,18.41625,-,Digit 3
1873,Digit 4,-1.9550571,-28.816568,-,Digit 4
1874,Digit 0,-31.431719,-3.0258644,0,Digit 0
1875,Digit 3,-11.624167,7.4929442,-,Digit 3
1876,Digit 0,-33.782837,10.353268,0,Digit 0
1877,Digit 6,-21.421413,-21.281973,-,Digit 6
1878,Digit 0,-12.218449,-10.976331,-,Digit 0
1879,Digit 3,-10.56737,9.783618,-,Digit 3
188,Digit 4,3.3547218,-22.404984,-,Digit 4
1880,Digit 9,8.278025,-14.335081,-,Digit 9
1881,Digit 8,-2.2478716,9.419124,-,Digit 8
1882,Digit 8,2.3573651,8.06781,-,Digit 8
1883,Digit 7,28.925371,-20.311285,-,Digit 7
1884,Digit 2,6.4991403,30.664265,-,Digit 2
1885,Digit 4,13.755554,-7.8930807,-,Digit 4
1886,Digit 9,16.281397,-13.397467,-,Digit 9
1887,Digit 4,3.3501296,-18.785988,-,Digit 4
